id,pali_1,example_1
64591,vajjetabba,gahaṭṭhapaṇḍak'ādayo ekavīsati vajjanīyā puggalā hatthapāsato bahikaraṇavasena <b>vajjetabbā</b>. te asmiṃ na honti.
64876,vañcanika,"nekatikā <b>vañcanikā</b>, kūṭasakkhī apāṭukā.<br/>bahūhi parikappehi, āmisaṃ paribhuñjare."
64382,vaḍḍhaka,"āyu<b>vaḍḍhako</b>, dhana<b>vaḍḍhako</b>, siri<b>vaḍḍhako</b>, yasa<b>vaḍḍhako</b>, bala<b>vaḍḍhako</b>, vaṇṇa<b>vaḍḍhako</b>, sukha<b>vaḍḍhako</b> hotu sabbadā"
64410,vaḍḍhi 3,"yam'pi, bhikkhave, daliddo assako anāḷhiko iṇaṃ ādiyitvā <b>vaḍḍhiṃ</b> paṭissuṇāti, <b>vaḍḍhi</b>'pi, bhikkhave, dukkhā lokasmiṃ kāmabhogino'ti?"
65489,vattanta,"saddhassa, bhikkhave, sāvakassa satthusāsane pariyogāya <b>vattato</b> rumhaniyaṃ satthusāsanaṃ hoti ojavantaṃ."
65517,vatteti 2,"udar'āvadehakaṃ bhutvā, sayant'uttānaseyyakā.<br/>kathaṃ <b>vattenti</b> paṭibuddhā, yā kathā satthugarahitā."
65576,vatthuttaya,namo omak'ātītassa tassa <b>vatthuttayassa</b>'pi. namokārappabhāvena vigacchantu upaddavā.
65556,vatthu 8,"bhavasātabaddhā'ti. ekaṃ bhavasātaṃ, sukhā vedanā. dve bhavasātāni, sukhā ca vedanā iṭṭhañ'ca <b>vatthu</b>. tīṇi bhavasātāni, yobbaññaṃ, ārogyaṃ, jīvitaṃ."
64352,vadaññutā,so kalyāṇamitto samāno bhabbo assaddhiyaṃ pahātuṃ a'<b>vadaññutaṃ</b> pahātuṃ kosajjaṃ pahātuṃ.
64898,vandayata,icc'evam'ek'anta-abhipūjaneyyakaṃ vatthuttayaṃ <b>vandayat</b>'ābhisaṅkhataṃ
65198,vasana 2.1,satto'ti laggo. guhāyan'ti kāye. kāyo hi rāg'ādīnaṃ vāḷānaṃ <b>vasan'</b>okāsato guhā'ti vuccati.
65287,vasitvā,"pañcacattāḷisasaṃvaccharāni <b>vasitvā</b>, sappasaṃvacchare, vesākhapuṇṇamiyaṃ bhummavāre parinibbāyi."
65231,vasena 1,evaṃ utuācikkhanaṃ. utūn'īdha pana sāsane hem'antagimhavassānānaṃ <b>vasena</b> tīṇi honti.
65358,vassūpagata,aññatarasmiṃ āvāse <b>vass'ūpagatānaṃ</b> bhikkhūnaṃ gāmo corehi vuṭṭhāsi.
64504,vaha 2,"idaṃ me puññaṃ āsavakkhayā<b>vahaṃ</b> hotu, idaṃ me puññaṃ nibbānassa paccayo hotu"
64192,vācana,"etā pi buddhajayamaṅgalaaṭṭhagāthā, yo <b>vācano</b> dinadine sarate'm'atandī, hitvān'anekavividhāni c'upaddavāni, mokkhaṃ sukhaṃ adhigameyya naro sapañño"
64188,vācākamma,"padakkhiṇaṃ kāyakammaṃ, <b>vācākammaṃ</b> padakkhiṇaṃ, padakkhiṇaṃ manokammaṃ paṇīdhi te padakkhiṇe. padakkhiṇāni katvāna, labhant'atthe padakkhiṇe."
65241,vāseṭṭha 2,ekaṃ samayaṃ bhagavā vesāliyaṃ viharati mahāvane kūṭāgārasālāyaṃ. atha kho <b>vāseṭṭho</b> upāsako yena bhagavā tenupasaṅkami.
67038,vikkhittacitta,so <b>vikkhittacitto</b> samāno abhabbo ayonisomanasikāraṃ pahātuṃ kummaggasevanaṃ pahātuṃ cetaso līnattaṃ pahātuṃ.
66526,vigatamiddha,"tiṭṭhañ'caraṃ, nisinno vā, sayāno vā, yāvat'assa <b>vigatamiddho</b>,<br/>etaṃ satiṃ adhiṭṭheyya, brahmam'etaṃ vihāraṃ idha'm'āhu."
66326,vicikicchita,"sahā'v'assa dassanasampadāya, taya'ssu dhammā jahitā bhavanti. <br/>sakkāyadiṭṭhi <b>vicikicchitañ</b>'ca, sīlabbataṃ vā pi yad'atthi kiñci."
67577,viññāṇakkhandha,"pañcakkhandhā, rūpakkhandho vedanākkhandho saññākkhandho saṅkhārakkhandho <b>viññāṇakkhandho</b>."
66434,vidhinā,"bāhuṃ sahassam'abhinimmita sāvudhan'taṃ, grīmekhalaṃ uditaghorasasenamāraṃ, dān'ādidhamma<b>vidhinā</b> jitavā mun'indo, tan'tejasā bhavatu te jayamaṅgalāni"
66431,vidhi 1,namokār'ānubhāvena suvatthi hotu sabbadā. namokārassa tejena <b>vidhimhi</b> homi tejavā
67519,vinimocayanta,"yo cakkhumā mohamal'āpakaṭṭho, sāmaṃ va buddho sugato vimutto, mārassa pāsā <b>vinimocayanto</b>, pāpesi khemaṃ janataṃ vineyyaṃ"
67554,vinivijjhana,sattisūl'ūpamā kāmā <b>vinivijjhan'</b>aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
67469,vineyya 3,"yo cakkhumā mohamal'āpakaṭṭho, sāmaṃ va buddho sugato vimutto, mārassa pāsā vinimocayanto, pāpesi khemaṃ janataṃ <b>vineyyaṃ</b>"
67725,vipākī,"na hi dhammo adhammo ca, ubho sama<b>vipākino</b>.<br/>adhammo nirayaṃ neti, dhammo pāpeti suggatiṃ."
67909,vippayutta 1,"jhānapaccayo, maggapaccayo, sampayuttapaccayo, <b>vippayutta</b>paccayo, atthipaccayo, n'atthipaccayo, vigatapaccayo, avigatapaccayo."
67874,vippariṇāmadhamma,"na dīgham'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ vihanti. <br/>appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ <b>vippariṇāmadhammaṃ</b>."
67864,vippalāpa,"ādevitattaṃ paridevitattaṃ palāpo <b>vippalāpo</b> lālappo lālappanā lālappitattaṃ, ayaṃ vuccati paridevo."
66228,vibhūta 2,yaṃ viditvā sato caran'ti yaṃ viditaṃ katvā tulayitvā tīrayitvā vibhāvayitvā <b>vibhūtaṃ</b> katvā.
71134,viraha 4,"evaṃ rāg'ādi<b>virahena</b> cakkhuviññāṇamattam'eva me javanaṃ bhavissati, cakkhuviññāṇ'appamāṇen'eva javanaṃ ṭhapessāmī'ti."
67987,virāgūpasama,"agge dhamme pasannānaṃ, <b>virāg'ūpasame</b> sukhe. agge saṅghe pasannānaṃ, puññakkhette anuttare."
68066,viriya,bojjh'aṅgo satisaṅkhāto dhammānaṃ vicayo tathā <b>viriyam</b>'pītipassaddhi bojjh'aṅgā ca tathā'pare samādh'upekkhabojjh'aṅgā.
68091,viriyavant,yattha jāto bhave bhave ujucitto satipañño sallekho <b>viriyavā</b>'minā.
68145,virūparūpena,"kāmā hi citrā madhurā manoramā, <b>virūparūpena</b> mathenti cittaṃ.<br/>ādīnavaṃ kāmaguṇesu disvā, tasmā ahaṃ pabbajito'mhi rāja."
67168,vilokana,catūhi mahādevarājūhi kat'āradhanaṃ paṭicca pañca mahā<b>vilokane</b> viloketvā
67174,viloketvā,catūhi mahādevarājūhi kat'āradhanaṃ paṭicca pañca mahāvilokane <b>viloketvā</b>
68385,visiṭṭha,sayaṃ samattaṃ karoti paripuṇṇaṃ karoti anomaṃ karoti aggaṃ seṭṭhaṃ <b>visiṭṭhaṃ</b> pāmokkhaṃ uttamaṃ pavaraṃ karoti.
68537,visūka 2,diṭṭhigataṃ diṭṭhigahanaṃ diṭṭhikantāraṃ diṭṭhi<b>visūkaṃ</b> diṭṭhivipphanditaṃ diṭṭhisaṃyojanaṃ.
68343,visesādhigama,na oramattakena <b>vises'ādhigamena</b> antarāvosānaṃ āpajjissanti
68471,vissara,"atha kho so bhikkhu vihāraṃ pavisissāmī'ti kavāṭaṃ paṇāmento addasa sabbaṃ vihāraṃ ahinā puṇṇaṃ, vātapānehi bhoge nikkhante, disvāna bhīto <b>vissaram</b>'akāsi."
68810,vivajjati,"sabb'ītiyo <b>vivajjantu</b>, sabbarogo vinassatu, mā te bhavatv'antarāyo, sukhī dīgh'āyuko bhava."
68932,vividha 2,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā khāri<b>vividham</b>'ādāya bhagavato avidūre atikkamanti.
66602,vihanti,"na dīgham'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ <b>vihanti</b>.<br/>appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ."
67232,vīmaṃsī,"ete ca ñatvā upanissitā'ti, ñatvā munī nissaye so <b>vimaṃsī</b>,<br/>ñatvā vimutto na vivādam'eti, bhav'ābhavāya na sameti dhīro'ti."
68299,vīsativassa 1,"yo pana bhikkhu jānaṃ ūna<b>vīsativassaṃ</b> puggalaṃ upasampādeyya, so ca puggalo anupasampanno te ca bhikkhū gārayhā, idaṃ tasmiṃ, pācittiyaṃ."
69139,vūpasammati 2,"tassa kho evaṃ, bhaddāli, bhikkhuno bhikkhū tathā tathā upaparikkhanti yath'āss'idaṃ adhikaraṇaṃ na khippam'eva <b>vūpasammati</b>."
66079,veṭhita 2,na <b>veṭhita</b>sīsassa agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.
65753,vedanākkhandha,"pañcakkhandhā, rūpakkhandho <b>vedanākkhandho</b> saññākkhandho saṅkhārakkhandho viññāṇakkhandho."
66014,verika 1,"brahmamārā ca indā ca lokapālā ca devatā, yamo, mittā manussā ca majjhattā <b>verikā</b>'pi ca, sabbe sattā sukhī hontu."
66025,vesākha,pañcatiṃsatime saṃvacchare <b>vesākha</b>puṇṇamiyaṃ sammā sambodhiṃ abhisambujjhitvā
24394,hirikopīnapaṭicchādanatthaṃ,paṭisaṅkhā yoniso cīvaraṃ paṭisevāmi yāva'd'eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsamakasavāt'ātapasiriṃsapasamphassānaṃ paṭighātāya yāva'd'eva <b>hirikopīnapaṭicchādan'atthaṃ</b>
24324,hiṃsā,"na brāhmaṇass'etad'akiñci seyyo, yadā nisedho manaso piyehi,<br/>yato yato <b>hiṃsa</b>mano nivattati, tato tato sammati'm'eva dukkhaṃ."
24479,hurā huraṃ 1,"manujassa pamattacārino, taṇhā vaḍḍhati māluvā viya,<br/>so plavatī <b>hurā</b> <b>huraṃ</b>, phalam'icchaṃ'va vanasmi vānaro."
24279,hetuka,dassanena pahātabba<b>hetukā</b> dhammā. bhāvanāya pahātabba<b>hetukā</b> dhammā. n'eva dassanena na bhāvanāya pahātabbahetukā dhammā
71016,homa 2.2,"alaṃ, āvuso, mā socittha, mā paridevittha, sumuttā mayaṃ tena mahāsamaṇena. upaddutā ca <b>homa</b>, idaṃ vo kappati, idaṃ vo na kappatī'ti."
